t_H,dBz
2.941163955256342888e-03,-4.907988682134600822e-08
2.956209937110543251e-03,-4.835703748540254310e-08
2.971294336020946503e-03,-4.763193572898671846e-08
2.986417151987552643e-03,-4.693180954973286134e-08
3.001578385010361671e-03,-4.626922134320921032e-08
3.016778035089373589e-03,-4.562493671755873947e-08
3.032016102224588394e-03,-4.496867944681071094e-08
3.047292586416006088e-03,-4.429917765946811414e-08
3.062607487663626671e-03,-4.364286709801490360e-08
3.077960805967450142e-03,-4.302545519863087975e-08
3.093352541327476501e-03,-4.243495510536376969e-08
3.108782693743705750e-03,-4.183723234518765821e-08
3.124251263216137886e-03,-4.122394159367104294e-08
3.139758249744772911e-03,-4.061659097942538210e-08
3.155303886160254478e-03,-4.004028753001875884e-08
3.170887939631938934e-03,-3.949212157294823555e-08
3.186510410159826279e-03,-3.894164279927281314e-08
3.202171297743916512e-03,-3.837752160507079680e-08
3.217870602384209633e-03,-3.782022162113207742e-08
3.233608324080705643e-03,-3.729429920440452406e-08
3.249384462833404541e-03,-3.678827198427825351e-08
3.265199018642306328e-03,-3.626796285516320495e-08
3.281051991507411003e-03,-3.573142137724971690e-08
3.296943381428718567e-03,-3.521666513961463352e-08
3.312873188406229019e-03,-3.474499976618972141e-08
3.328841645270586014e-03,-3.428638706282072235e-08
3.344848519191145897e-03,-3.380153756893378159e-08
3.360893810167908669e-03,-3.330142561708271387e-08
3.376977518200874329e-03,-3.282790572711746790e-08
3.393099643290042877e-03,-3.239193802073714323e-08
3.409260185435414314e-03,-3.195971487457427429e-08
3.425459144636988640e-03,-3.151063410200549697e-08
3.441696520894765854e-03,-3.105947854464830016e-08
3.457972314208745956e-03,-3.062979203605209477e-08
3.474286524578928947e-03,-3.021209238340816228e-08
3.490639152005314827e-03,-2.979582447437678638e-08
3.507030429318547249e-03,-2.938295473597918317e-08
3.523460123687982559e-03,-2.898311279864174139e-08
3.539928235113620758e-03,-2.859172099078932661e-08
3.556434763595461845e-03,-2.819489886007886525e-08
3.572979709133505821e-03,-2.779895069693338883e-08
3.589563071727752686e-03,-2.741806603978602652e-08
3.606184851378202438e-03,-2.705265345070984040e-08
3.622845048084855080e-03,-2.669244203445941821e-08
3.639543661847710609e-03,-2.632566165061689389e-08
3.656280692666769028e-03,-2.596058834569703322e-08
3.673056373372673988e-03,-2.560566514375750558e-08
3.689870471134781837e-03,-2.526380527001492737e-08
3.706722985953092575e-03,-2.492730999392733793e-08
3.723613917827606201e-03,-2.459098524809633091e-08
3.740543266758322716e-03,-2.425494471935962792e-08
3.757511032745242119e-03,-2.392334153000774677e-08
3.774517215788364410e-03,-2.360097894893442572e-08
3.791561815887689590e-03,-2.328615877900119813e-08
3.808644833043217659e-03,-2.297597312406196579e-08
3.825766267254948616e-03,-2.266878595946764108e-08
3.842926351353526115e-03,-2.236577500980274635e-08
3.860124852508306503e-03,-2.206794036396786396e-08
3.877361770719289780e-03,-2.177605651354497240e-08
3.894637105986475945e-03,-2.148781064192917256e-08
3.911950625479221344e-03,-2.120029662933120562e-08
3.929303027689456940e-03,-2.091567097295410349e-08
3.946693614125251770e-03,-2.063719506395500503e-08
3.964122850447893143e-03,-2.036479074263297662e-08
3.981590270996093750e-03,-2.009704402894385566e-08
3.999096341431140900e-03,-1.983107367209413496e-08
4.016640596091747284e-03,-1.956725803609060677e-08
4.034223500639200211e-03,-1.930793303017708240e-08
4.051844589412212372e-03,-1.905389979128813138e-08
4.069504328072071075e-03,-1.880596300907200202e-08
4.087202716618776321e-03,-1.856329845395521261e-08
4.104939289391040802e-03,-1.832304441506948933e-08
4.122714512050151825e-03,-1.808343341735962895e-08
4.140527918934822083e-03,-1.784325931453167868e-08
4.158379975706338882e-03,-1.760686174634429335e-08
4.176270216703414917e-03,-1.737737242990533559e-08
4.194199107587337494e-03,-1.715521591449942207e-08
4.212166182696819305e-03,-1.693661744184282725e-08
4.230171907693147659e-03,-1.671762461796788557e-08
4.248216282576322556e-03,-1.649749492571572773e-08
4.266298841685056686e-03,-1.627949330895717139e-08
4.284420050680637360e-03,-1.606753130545257591e-08
4.302579443901777267e-03,-1.586053421931410412e-08
4.320777487009763718e-03,-1.565851093232595304e-08
4.339013714343309402e-03,-1.545945593761643977e-08
4.357288591563701630e-03,-1.526198722956451093e-08
4.375601653009653091e-03,-1.506378666249474918e-08
4.393953364342451096e-03,-1.486861478383616486e-08
4.412343725562095642e-03,-1.467783850017667646e-08
4.430772271007299423e-03,-1.449453446156212522e-08
4.449239466339349747e-03,-1.431264529117015627e-08
4.467744845896959305e-03,-1.412879591100590915e-08
4.486288875341415405e-03,-1.394544568711353349e-08
4.504871089011430740e-03,-1.376771407990418084e-08
4.523491952568292618e-03,-1.359476087259281485e-08
4.542151000350713730e-03,-1.342122502023812558e-08
4.560848698019981384e-03,-1.324667486812813877e-08
4.579585045576095581e-03,-1.307753194623728632e-08
4.598359577357769012e-03,-1.291671658520954225e-08
4.617172759026288986e-03,-1.275944683243324107e-08
4.636024124920368195e-03,-1.259876025727635351e-08
4.654914140701293945e-03,-1.243728231514751315e-08
4.673842340707778931e-03,-1.227939172565584158e-08
4.692809190601110458e-03,-1.212649358706130442e-08
4.711814690381288528e-03,-1.197392673901731541e-08
4.730858374387025833e-03,-1.182221964768359612e-08
4.749940708279609680e-03,-1.167507335253503697e-08
4.769061226397752762e-03,-1.153376949503126525e-08
4.788220394402742386e-03,-1.139258731797099244e-08
4.807417746633291245e-03,-1.124788173711976924e-08
4.826653748750686646e-03,-1.110231107048775812e-08
4.845927935093641281e-03,-1.096355539687010605e-08
4.865240771323442459e-03,-1.083050449324218789e-08
4.884592257440090179e-03,-1.070023447624635082e-08
